Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID
Foster Weather Station,06/22/2017 06:00:00 AM,25.89,,59,,0,,,211,4.6,5.4,988.5,0,,15.1,06/22/2017 6:00 AM,FosterWeatherStation201706220600
Oak Street Weather Station,06/22/2017 06:00:00 AM,26,21.3,66,0,0,60.1,0,83,0.8,2.6,989.7,4,1,12,06/22/2017 6:00 AM,OakStreetWeatherStation201706220600
63rd Street Weather Station,06/22/2017 07:00:00 AM,24.8,21.5,75,0,0.2,83,60,230,3.1,6.8,989.2,38,354,12,06/22/2017 7:00 AM,63rdStreetWeatherStation201706220700
Foster Weather Station,06/22/2017 07:00:00 AM,25.5,,61,,0.03,,,210,2.8,3.3,988.5,0,,15.1,06/22/2017 7:00 AM,FosterWeatherStation201706220700
Oak Street Weather Station,06/22/2017 07:00:00 AM,26.3,21.4,66,0,0,60.1,60,273,2.5,5.3,989.4,35,1,12.1,06/22/2017 7:00 AM,OakStreetWeatherStation201706220700
63rd Street Weather Station,06/22/2017 08:00:00 AM,24.4,21.8,79,0,1,84,0,243,3.4,5.1,990.2,66,355,11.9,06/22/2017 8:00 AM,63rdStreetWeatherStation201706220800
Foster Weather Station,06/22/2017 08:00:00 AM,25.56,,63,,0,,,178,2.1,2.7,989.2,0,,15.1,06/22/2017 8:00 AM,FosterWeatherStation201706220800
Oak Street Weather Station,06/22/2017 08:00:00 AM,25.9,21.4,67,0,0,60.1,60,0,0.6,2.7,990.4,130,1,12.1,06/22/2017 8:00 AM,OakStreetWeatherStation201706220800
63rd Street Weather Station,06/22/2017 09:00:00 AM,25.9,22.3,74,0,0,84,0,246,3.8,7,989.6,314,355,11.9,06/22/2017 9:00 AM,63rdStreetWeatherStation201706220900
Foster Weather Station,06/22/2017 09:00:00 AM,26.28,,61,,0,,,200,2.8,3.8,988.8,0,,15.1,06/22/2017 9:00 AM,FosterWeatherStation201706220900
Oak Street Weather Station,06/22/2017 09:00:00 AM,27.2,22.1,65,0,0,60.1,60,259,0.8,2.4,989.9,568,2,12,06/22/2017 9:00 AM,OakStreetWeatherStation201706220900
63rd Street Weather Station,06/22/2017 10:00:00 AM,26.4,22.8,74,0,0,84,0,228,3.6,6.9,988.6,377,356,11.8,06/22/2017 10:00 AM,63rdStreetWeatherStation201706221000
Foster Weather Station,06/22/2017 10:00:00 AM,27.67,,55,,0,,,214,4.4,5.5,987.8,0,,15.1,06/22/2017 10:00 AM,FosterWeatherStation201706221000
Oak Street Weather Station,06/22/2017 10:00:00 AM,28.3,22.2,60,0,0,60.1,60,302,0.7,3.3,989,716,2,12.1,06/22/2017 10:00 AM,OakStreetWeatherStation201706221000
63rd Street Weather Station,06/22/2017 11:00:00 AM,28.5,23.2,64,0,0,84,0,244,5.3,9.6,988.3,715,355,11.9,06/22/2017 11:00 AM,63rdStreetWeatherStation201706221100
Foster Weather Station,06/22/2017 11:00:00 AM,28.5,,52,,0,,,210,4.6,5.4,987.5,0,,15.1,06/22/2017 11:00 AM,FosterWeatherStation201706221100
Oak Street Weather Station,06/22/2017 11:00:00 AM,29.8,22.8,55,0,0,60.1,0,104,1.4,2.5,988.4,712,2,12.1,06/22/2017 11:00 AM,OakStreetWeatherStation201706221100
63rd Street Weather Station,06/22/2017 12:00:00 PM,28.7,23,62,0,0,84,0,218,2.7,5.4,988,365,355,12,06/22/2017 12:00 PM,63rdStreetWeatherStation201706221200
Foster Weather Station,06/22/2017 12:00:00 PM,29.17,,47,,0,,,199,7.3,8,987.5,0,,15.1,06/22/2017 12:00 PM,FosterWeatherStation201706221200
Oak Street Weather Station,06/22/2017 12:00:00 PM,30.5,22.6,51,0,0,60.1,0,271,2.2,4,988.4,890,2,12.1,06/22/2017 12:00 PM,OakStreetWeatherStation201706221200
63rd Street Weather Station,06/22/2017 01:00:00 PM,29,23.3,62,0,0,84,0,252,6.7,9.2,987.8,287,355,12,06/22/2017 1:00 PM,63rdStreetWeatherStation201706221300
Foster Weather Station,06/22/2017 01:00:00 PM,29.5,,48,,0,,,191,3.4,4.2,986.8,0,,15.1,06/22/2017 1:00 PM,FosterWeatherStation201706221300
Oak Street Weather Station,06/22/2017 01:00:00 PM,30.3,22.7,53,0,0,60.1,0,121,0.7,2.4,987.9,236,2,12.1,06/22/2017 1:00 PM,OakStreetWeatherStation201706221300
63rd Street Weather Station,06/22/2017 02:00:00 PM,30,24,61,0,0,84,0,240,5.2,8.4,987.1,478,355,11.9,06/22/2017 2:00 PM,63rdStreetWeatherStation201706221400
Foster Weather Station,06/22/2017 02:00:00 PM,29.28,,54,,0,,,209,3.4,4,986.8,0,,15.1,06/22/2017 2:00 PM,FosterWeatherStation201706221400
Oak Street Weather Station,06/22/2017 02:00:00 PM,30.1,23.1,55,0,0,60.1,0,88,1.1,2.6,987.7,361,2,12.1,06/22/2017 2:00 PM,OakStreetWeatherStation201706221400
63rd Street Weather Station,06/22/2017 03:00:00 PM,30.5,24,59,0,0,84,0,244,6.3,9,986.4,193,354,11.9,06/22/2017 3:00 PM,63rdStreetWeatherStation201706221500
Foster Weather Station,06/22/2017 03:00:00 PM,30,,51,,0,,,206,6.7,8.1,985.8,0,,15.1,06/22/2017 3:00 PM,FosterWeatherStation201706221500
Oak Street Weather Station,06/22/2017 03:00:00 PM,30.6,23.6,56,0,0,60.1,0,302,1.5,3.9,986.9,131,2,12.1,06/22/2017 3:00 PM,OakStreetWeatherStation201706221500
63rd Street Weather Station,06/22/2017 04:00:00 PM,29.9,24,62,0,1.7,85.7,0,225,4.6,11.8,985.9,134,355,11.9,06/22/2017 4:00 PM,63rdStreetWeatherStation201706221600
Oak Street Weather Station,06/22/2017 04:00:00 PM,30.4,24,59,1.8,0.2,60.3,60,0,0.7,2.6,986.4,86,2,11.9,06/22/2017 4:00 PM,OakStreetWeatherStation201706221600
63rd Street Weather Station,06/22/2017 05:00:00 PM,29.4,23.9,63,0,0,85.7,0,228,3.3,6.7,985.4,211,355,11.9,06/22/2017 5:00 PM,63rdStreetWeatherStation201706221700
Foster Weather Station,06/22/2017 05:00:00 PM,29.28,,58,,1.35,,,187,4.6,5.9,984.8,0,,15.1,06/22/2017 5:00 PM,FosterWeatherStation201706221700
Oak Street Weather Station,06/22/2017 05:00:00 PM,29.6,23.8,62,0,0.9,61.2,60,321,1.4,6.6,985.6,158,2,12.1,06/22/2017 5:00 PM,OakStreetWeatherStation201706221700
63rd Street Weather Station,06/22/2017 06:00:00 PM,29.5,24.1,64,6.6,0.1,85.8,60,218,4.8,10,984.7,426,355,11.9,06/22/2017 6:00 PM,63rdStreetWeatherStation201706221800
Foster Weather Station,06/22/2017 06:00:00 PM,29,,56,,0,,,205,7.6,8.3,983.7,0,,15,06/22/2017 6:00 PM,FosterWeatherStation201706221800
Oak Street Weather Station,06/22/2017 06:00:00 PM,29.5,23.5,60,0,0,61.2,60,295,1.5,3.3,984.8,114,2,12.1,06/22/2017 6:00 PM,OakStreetWeatherStation201706221800
63rd Street Weather Station,06/22/2017 07:00:00 PM,28.5,23.9,69,0,0,85.8,0,207,3.8,9,984.5,139,354,11.9,06/22/2017 7:00 PM,63rdStreetWeatherStation201706221900
Foster Weather Station,06/22/2017 07:00:00 PM,28.56,,59,,0,,,211,4.5,5.7,983.7,0,,15.1,06/22/2017 7:00 PM,FosterWeatherStation201706221900
Oak Street Weather Station,06/22/2017 07:00:00 PM,29,23.5,64,0,0,61.2,60,307,0.9,2.1,984.8,30,2,12,06/22/2017 7:00 PM,OakStreetWeatherStation201706221900
63rd Street Weather Station,06/22/2017 08:00:00 PM,27.1,23.7,76,0,0,85.8,0,201,4.9,10,984.2,17,355,11.9,06/22/2017 8:00 PM,63rdStreetWeatherStation201706222000
Foster Weather Station,06/22/2017 08:00:00 PM,27.78,,63,,0,,,220,3.4,3.7,984.1,0,,15.1,06/22/2017 8:00 PM,FosterWeatherStation201706222000
Oak Street Weather Station,06/22/2017 08:00:00 PM,28.1,23.3,67,0,0,61.2,60,104,0.8,1.5,984.6,5,2,12,06/22/2017 8:00 PM,OakStreetWeatherStation201706222000
63rd Street Weather Station,06/22/2017 09:00:00 PM,27,23.6,76,0,0,85.8,0,220,4.7,10.1,984.5,0,355,12,06/22/2017 9:00 PM,63rdStreetWeatherStation201706222100
Foster Weather Station,06/22/2017 09:00:00 PM,26.89,,67,,0,,,205,7.3,8.9,984.1,0,,15.1,06/22/2017 9:00 PM,FosterWeatherStation201706222100
Oak Street Weather Station,06/22/2017 09:00:00 PM,27.1,23.2,72,0,0,61.2,0,0,1,2.7,984.9,-5,2,12.1,06/22/2017 9:00 PM,OakStreetWeatherStation201706222100
63rd Street Weather Station,06/22/2017 10:00:00 PM,26.1,23.2,78,0,0,85.8,0,224,3.7,6.2,985.3,0,354,11.9,06/22/2017 10:00 PM,63rdStreetWeatherStation201706222200
Foster Weather Station,06/22/2017 10:00:00 PM,26.17,,69,,0.03,,,196,4.1,5.4,984.4,0,,15.1,06/22/2017 10:00 PM,FosterWeatherStation201706222200
Oak Street Weather Station,06/22/2017 10:00:00 PM,26.7,22.9,73,0,0,61.2,60,297,1.1,2.7,985.6,-5,1,12.1,06/22/2017 10:00 PM,OakStreetWeatherStation201706222200
63rd Street Weather Station,06/22/2017 11:00:00 PM,25.5,22.8,80,0,0,85.8,0,227,4.2,9.7,985.1,0,355,12,06/22/2017 11:00 PM,63rdStreetWeatherStation201706222300
Foster Weather Station,06/22/2017 11:00:00 PM,25.67,,71,,0,,,194,3.9,4.6,984.4,0,,15.1,06/22/2017 11:00 PM,FosterWeatherStation201706222300
Oak Street Weather Station,06/22/2017 11:00:00 PM,26.3,22.8,74,0,0,61.2,0,275,1.7,4.2,985.3,-5,2,12.1,06/22/2017 11:00 PM,OakStreetWeatherStation201706222300
63rd Street Weather Station,06/23/2017 12:00:00 AM,24.9,22.7,83,0,0,85.8,0,209,3.7,8.2,984.3,0,354,12,06/23/2017 12:00 AM,63rdStreetWeatherStation201706232400
Foster Weather Station,06/23/2017 12:00:00 AM,25,,73,,0,,,204,2.5,2.7,983.4,0,,15.1,06/23/2017 12:00 AM,FosterWeatherStation201706232400
Oak Street Weather Station,06/23/2017 12:00:00 AM,25.4,22.3,77,0,0,61.2,0,257,1.3,3.7,984.6,-4,1,12.1,06/23/2017 12:00 AM,OakStreetWeatherStation201706232400
63rd Street Weather Station,06/23/2017 01:00:00 AM,24.2,22.8,88,0,0,85.8,0,221,5,8.3,982.9,0,354,11.9,06/23/2017 1:00 AM,63rdStreetWeatherStation201706230100
Foster Weather Station,06/23/2017 01:00:00 AM,24.39,,76,,0,,,210,2.8,3,982.7,0,,15.1,06/23/2017 1:00 AM,FosterWeatherStation201706230100
Oak Street Weather Station,06/23/2017 01:00:00 AM,25,22.4,80,0,0,61.2,0,274,1.5,4.8,983.6,-4,1,11.9,06/23/2017 1:00 AM,OakStreetWeatherStation201706230100
63rd Street Weather Station,06/23/2017 02:00:00 AM,24.3,22.9,89,0,0,85.8,0,227,3.2,4.8,982.4,0,355,12,06/23/2017 2:00 AM,63rdStreetWeatherStation201706230200
Foster Weather Station,06/23/2017 02:00:00 AM,24.17,,78,,0,,,211,1.5,2,982.1,0,,15.1,06/23/2017 2:00 AM,FosterWeatherStation201706230200
Oak Street Weather Station,06/23/2017 02:00:00 AM,24.9,22.6,82,0,0,61.2,0,281,2.4,7.2,982.7,-4,1,12,06/23/2017 2:00 AM,OakStreetWeatherStation201706230200
63rd Street Weather Station,06/23/2017 03:00:00 AM,24.5,22.9,87,0,0,85.8,0,243,4.6,7.1,982,0,355,12,06/23/2017 3:00 AM,63rdStreetWeatherStation201706230300
Foster Weather Station,06/23/2017 03:00:00 AM,24.39,,78,,0,,,207,2.1,3.1,981.4,0,,15.1,06/23/2017 3:00 AM,FosterWeatherStation201706230300
Oak Street Weather Station,06/23/2017 03:00:00 AM,24.8,22.4,82,0,0,61.2,0,4,0.9,2.6,982,-4,1,12,06/23/2017 3:00 AM,OakStreetWeatherStation201706230300
63rd Street Weather Station,06/23/2017 04:00:00 AM,24.8,23.3,88,0,0,85.8,0,254,4.8,6.3,982.1,0,355,12,06/23/2017 4:00 AM,63rdStreetWeatherStation201706230400
Foster Weather Station,06/23/2017 04:00:00 AM,24.67,,78,,0,,,216,4.1,4.6,981.4,0,,15.1,06/23/2017 4:00 AM,FosterWeatherStation201706230400
Oak Street Weather Station,06/23/2017 04:00:00 AM,24.9,22.5,81,0,0,61.2,0,0,0.4,0.9,982.5,-4,1,12,06/23/2017 4:00 AM,OakStreetWeatherStation201706230400
63rd Street Weather Station,06/23/2017 05:00:00 AM,24.7,23.2,88,0,0,85.8,0,259,1.9,3.2,981.9,0,355,11.9,06/23/2017 5:00 AM,63rdStreetWeatherStation201706230500
Foster Weather Station,06/23/2017 05:00:00 AM,19.39,,78,,0.28,,,344,6.5,8.4,982.1,0,,15.1,06/23/2017 5:00 AM,FosterWeatherStation201706230500
Oak Street Weather Station,06/23/2017 05:00:00 AM,24.2,23,90,0,1.2,62.4,60,237,1.2,3.5,982.5,-4,1,12,06/23/2017 5:00 AM,OakStreetWeatherStation201706230500
63rd Street Weather Station,06/23/2017 06:00:00 AM,19.4,19.4,100,15,17.8,103.6,60,333,1.5,2.3,982.6,1,355,12,06/23/2017 6:00 AM,63rdStreetWeatherStation201706230600
Foster Weather Station,06/23/2017 06:00:00 AM,17.78,,91,,21.92,,,316,1.7,2.5,982.4,0,,15.1,06/23/2017 6:00 AM,FosterWeatherStation201706230600
Oak Street Weather Station,06/23/2017 06:00:00 AM,18.3,17.8,96,9,7.4,69.8,60,52,0.5,0.8,983.5,-2,1,12.1,06/23/2017 6:00 AM,OakStreetWeatherStation201706230600
63rd Street Weather Station,06/23/2017 07:00:00 AM,18.4,18.4,100,0,5.3,108.9,60,0,0,0.7,983.1,6,354,11.9,06/23/2017 7:00 AM,63rdStreetWeatherStation201706230700
Foster Weather Station,06/23/2017 07:00:00 AM,18.06,,91,,4.67,,,33,0.2,0.5,982.7,0,,15.1,06/23/2017 7:00 AM,FosterWeatherStation201706230700
Oak Street Weather Station,06/23/2017 07:00:00 AM,18.9,18.6,97,0,3,72.8,0,244,0.9,2,983.8,25,1,12,06/23/2017 7:00 AM,OakStreetWeatherStation201706230700
63rd Street Weather Station,06/23/2017 08:00:00 AM,18.7,18.7,100,0,0.5,109.5,0,353,1.7,3.3,983.8,68,354,11.9,06/23/2017 8:00 AM,63rdStreetWeatherStation201706230800
Foster Weather Station,06/23/2017 08:00:00 AM,18,,88,,0.03,,,329,1.7,2.3,983.4,0,,15.1,06/23/2017 8:00 AM,FosterWeatherStation201706230800
Oak Street Weather Station,06/23/2017 08:00:00 AM,19,17.9,91,0,0,72.8,60,8,3,4.3,984.5,78,1,12,06/23/2017 8:00 AM,OakStreetWeatherStation201706230800
63rd Street Weather Station,06/23/2017 09:00:00 AM,17.9,17.9,100,0,0,109.5,0,9,2.2,4,983.8,227,355,11.9,06/23/2017 9:00 AM,63rdStreetWeatherStation201706230900
Foster Weather Station,06/23/2017 09:00:00 AM,18.06,,85,,0.2,,,317,1.3,1.8,983.4,0,,15.1,06/23/2017 9:00 AM,FosterWeatherStation201706230900
Oak Street Weather Station,06/23/2017 09:00:00 AM,19.1,17.8,89,0,0,72.8,60,7,1.6,3.1,984.6,163,1,12,06/23/2017 9:00 AM,OakStreetWeatherStation201706230900
63rd Street Weather Station,06/23/2017 10:00:00 AM,18.6,18.1,96,0,0,109.5,0,11,2.5,3.9,983.6,334,355,11.9,06/23/2017 10:00 AM,63rdStreetWeatherStation201706231000
Foster Weather Station,06/23/2017 10:00:00 AM,18.56,,81,,0.43,,,169,0.3,0.4,983.4,0,,15.1,06/23/2017 10:00 AM,FosterWeatherStation201706231000
Oak Street Weather Station,06/23/2017 10:00:00 AM,19.4,17.9,87,0,0,72.8,0,56,0.7,1.9,984.4,397,1,12,06/23/2017 10:00 AM,OakStreetWeatherStation201706231000
63rd Street Weather Station,06/23/2017 11:00:00 AM,18.7,18,94,0,0,109.5,0,14,2.9,4,983.8,356,355,11.9,06/23/2017 11:00 AM,63rdStreetWeatherStation201706231100
Foster Weather Station,06/23/2017 11:00:00 AM,19.39,,74,,0.1,,,355,2.4,2.6,983.1,0,,15.1,06/23/2017 11:00 AM,FosterWeatherStation201706231100
63rd Street Weather Station,06/23/2017 12:00:00 PM,19.6,18.4,89,0,0,109.5,0,28,2,2.8,983.9,731,355,12,06/23/2017 12:00 PM,63rdStreetWeatherStation201706231200
Foster Weather Station,06/23/2017 12:00:00 PM,21.39,,62,,0,,,0,2.1,2.3,983.7,0,,15.1,06/23/2017 12:00 PM,FosterWeatherStation201706231200
Oak Street Weather Station,06/23/2017 12:00:00 PM,20.6,17.8,76,0,0,72.8,0,45,0.9,2,984.6,1051,1,12.1,06/23/2017 12:00 PM,OakStreetWeatherStation201706231200
63rd Street Weather Station,06/23/2017 01:00:00 PM,21.5,18.6,76,0,0,109.5,0,78,1.3,2.4,984.3,933,355,12,06/23/2017 1:00 PM,63rdStreetWeatherStation201706231300
Foster Weather Station,06/23/2017 01:00:00 PM,21.67,,62,,0,,,37,1.7,2.5,983.7,0,,15.1,06/23/2017 1:00 PM,FosterWeatherStation201706231300
Oak Street Weather Station,06/23/2017 01:00:00 PM,22.7,18,64,0,0,72.8,0,347,0.6,1.8,984.9,888,2,12.1,06/23/2017 1:00 PM,OakStreetWeatherStation201706231300
63rd Street Weather Station,06/23/2017 02:00:00 PM,22,19,76,0,0,109.5,0,65,1.5,2.3,984,930,354,11.9,06/23/2017 2:00 PM,63rdStreetWeatherStation201706231400
Foster Weather Station,06/23/2017 02:00:00 PM,22.06,,58,,0,,,13,2.1,2.3,983.7,0,,15.1,06/23/2017 2:00 PM,FosterWeatherStation201706231400
63rd Street Weather Station,06/23/2017 03:00:00 PM,22.9,19,70,0,0,109.5,0,153,0.7,1.2,984.3,809,354,11.9,06/23/2017 3:00 PM,63rdStreetWeatherStation201706231500
Foster Weather Station,06/23/2017 03:00:00 PM,22.39,,56,,0,,,343,1.7,2.1,983.7,0,,15.1,06/23/2017 3:00 PM,FosterWeatherStation201706231500
63rd Street Weather Station,06/23/2017 04:00:00 PM,22.6,18.1,65,0,0,109.5,0,143,0.7,1.3,984.4,679,354,11.9,06/23/2017 4:00 PM,63rdStreetWeatherStation201706231600
Foster Weather Station,06/23/2017 04:00:00 PM,24.28,,37,,0,,,81,1.9,2.1,984.1,0,,15.1,06/23/2017 4:00 PM,FosterWeatherStation201706231600
Oak Street Weather Station,06/23/2017 04:00:00 PM,24.3,17.6,52,0,0,72.8,0,115,1.1,2.4,985,596,1,12.1,06/23/2017 4:00 PM,OakStreetWeatherStation201706231600
63rd Street Weather Station,06/23/2017 05:00:00 PM,22.2,18.2,68,0,0,109.5,0,132,1.2,1.8,984.2,578,353,12,06/23/2017 5:00 PM,63rdStreetWeatherStation201706231700
Foster Weather Station,06/23/2017 05:00:00 PM,24.89,,36,,0,,,111,0.6,0.8,983.7,0,,15.1,06/23/2017 5:00 PM,FosterWeatherStation201706231700
63rd Street Weather Station,06/23/2017 06:00:00 PM,26.5,17.2,39,0,0,109.5,0,288,3.2,6.3,984.1,146,354,11.9,06/23/2017 6:00 PM,63rdStreetWeatherStation201706231800
Foster Weather Station,06/23/2017 06:00:00 PM,26.39,,32,,0,,,270,2.4,2.9,983.7,0,,15.1,06/23/2017 6:00 PM,FosterWeatherStation201706231800
63rd Street Weather Station,06/23/2017 07:00:00 PM,26.1,17,40,0,0,109.5,0,304,1.3,3.6,984.3,37,355,12,06/23/2017 7:00 PM,63rdStreetWeatherStation201706231900
Foster Weather Station,06/23/2017 07:00:00 PM,26.28,,32,,0,,,258,1.4,1.9,984.1,0,,15.1,06/23/2017 7:00 PM,FosterWeatherStation201706231900
63rd Street Weather Station,06/23/2017 08:00:00 PM,26,17.8,44,0,0,109.5,0,281,3.2,10,984.8,31,355,12,06/23/2017 8:00 PM,63rdStreetWeatherStation201706232000
Foster Weather Station,06/23/2017 08:00:00 PM,25.06,,38,,0,,,324,6.7,7.3,984.4,0,,15.1,06/23/2017 8:00 PM,FosterWeatherStation201706232000
Oak Street Weather Station,06/23/2017 08:00:00 PM,25.9,17,40,0,0,72.8,60,339,2.4,5.7,985.4,27,1,12,06/23/2017 8:00 PM,OakStreetWeatherStation201706232000
63rd Street Weather Station,06/23/2017 09:00:00 PM,24.1,16.6,47,0,0,109.5,0,319,1.3,3.3,985.7,0,355,11.8,06/23/2017 9:00 PM,63rdStreetWeatherStation201706232100
Foster Weather Station,06/23/2017 09:00:00 PM,23.67,,43,,0,,,317,1.4,2.3,985.4,0,,15.1,06/23/2017 9:00 PM,FosterWeatherStation201706232100
Oak Street Weather Station,06/23/2017 09:00:00 PM,24.6,16.5,44,0,0,72.8,0,340,1.4,4.5,986.2,-4,1,12,06/23/2017 9:00 PM,OakStreetWeatherStation201706232100
63rd Street Weather Station,06/23/2017 10:00:00 PM,23.3,17.4,56,0,0,109.5,0,327,2.7,5.3,987.1,0,355,12,06/23/2017 10:00 PM,63rdStreetWeatherStation201706232200
Foster Weather Station,06/23/2017 10:00:00 PM,22.67,,48,,0,,,313,2.7,3,986.8,0,,15.1,06/23/2017 10:00 PM,FosterWeatherStation201706232200
Oak Street Weather Station,06/23/2017 10:00:00 PM,23.6,16.9,51,0,0,72.8,0,345,2.2,3.9,987.9,-4,1,12,06/23/2017 10:00 PM,OakStreetWeatherStation201706232200
63rd Street Weather Station,06/23/2017 11:00:00 PM,22.4,16.9,58,0,0,109.5,0,289,3.2,7.3,988,0,355,11.9,06/23/2017 11:00 PM,63rdStreetWeatherStation201706232300
Foster Weather Station,06/23/2017 11:00:00 PM,21.39,,51,,0,,,323,2.1,2.8,987.8,0,,15.1,06/23/2017 11:00 PM,FosterWeatherStation201706232300
Oak Street Weather Station,06/23/2017 11:00:00 PM,22.5,16.6,55,0,0,72.8,0,331,1.6,4.2,988.6,-4,1,12,06/23/2017 11:00 PM,OakStreetWeatherStation201706232300
63rd Street Weather Station,06/24/2017 12:00:00 AM,21.4,16.2,58,0,0,109.5,0,326,2.9,6.2,988.6,0,354,11.8,06/24/2017 12:00 AM,63rdStreetWeatherStation201706242400
Foster Weather Station,06/24/2017 12:00:00 AM,20.5,,54,,0,,,287,3.8,4.3,988.1,0,,15.1,06/24/2017 12:00 AM,FosterWeatherStation201706242400
Oak Street Weather Station,06/24/2017 12:00:00 AM,21.5,15.8,55,0,0,72.8,0,326,1.7,3.3,989.2,-3,1,12,06/24/2017 12:00 AM,OakStreetWeatherStation201706242400
63rd Street Weather Station,06/24/2017 01:00:00 AM,20.4,15.9,63,0,0,109.5,0,296,2,4.4,989.1,1,355,11.9,06/24/2017 1:00 AM,63rdStreetWeatherStation201706240100
Foster Weather Station,06/24/2017 01:00:00 AM,19.67,,56,,0,,,296,3.8,4,988.5,0,,15.1,06/24/2017 1:00 AM,FosterWeatherStation201706240100
Oak Street Weather Station,06/24/2017 01:00:00 AM,20.9,15.6,58,0,0,72.8,0,336,1.3,2.8,989.7,-3,1,12.1,06/24/2017 1:00 AM,OakStreetWeatherStation201706240100
63rd Street Weather Station,06/24/2017 02:00:00 AM,19.9,15.6,65,0,0,109.5,0,285,2,5.7,989.2,1,355,11.8,06/24/2017 2:00 AM,63rdStreetWeatherStation201706240200
Foster Weather Station,06/24/2017 02:00:00 AM,19,,60,,0,,,271,2.2,3.1,988.8,0,,15.1,06/24/2017 2:00 AM,FosterWeatherStation201706240200
Oak Street Weather Station,06/24/2017 02:00:00 AM,20.3,15.5,61,0,0,72.8,0,359,1.3,2.4,989.7,-3,1,12.1,06/24/2017 2:00 AM,OakStreetWeatherStation201706240200
63rd Street Weather Station,06/24/2017 03:00:00 AM,18.9,15.4,70,0,0,109.5,0,291,1.4,3.3,989.6,1,354,11.9,06/24/2017 3:00 AM,63rdStreetWeatherStation201706240300
Foster Weather Station,06/24/2017 03:00:00 AM,18.56,,62,,0,,,297,1.1,1.7,988.8,0,,15.1,06/24/2017 3:00 AM,FosterWeatherStation201706240300
Oak Street Weather Station,06/24/2017 03:00:00 AM,19.7,15.4,64,0,0,72.8,0,295,1.3,3.1,989.9,-2,1,11.9,06/24/2017 3:00 AM,OakStreetWeatherStation201706240300
63rd Street Weather Station,06/24/2017 04:00:00 AM,18.5,15.5,73,0,0,109.5,0,271,1.7,4.6,989.7,1,354,11.9,06/24/2017 4:00 AM,63rdStreetWeatherStation201706240400
Foster Weather Station,06/24/2017 04:00:00 AM,18,,66,,0,,,303,2.5,2.9,989.2,0,,15.1,06/24/2017 4:00 AM,FosterWeatherStation201706240400
Oak Street Weather Station,06/24/2017 04:00:00 AM,19.3,15.4,67,0,0,72.8,0,332,1.7,3.5,990.2,-2,1,12,06/24/2017 4:00 AM,OakStreetWeatherStation201706240400
63rd Street Weather Station,06/24/2017 05:00:00 AM,18.3,15.4,75,0,0,109.5,0,282,2.1,4.8,990.2,2,354,11.9,06/24/2017 5:00 AM,63rdStreetWeatherStation201706240500
Foster Weather Station,06/24/2017 05:00:00 AM,17.39,,68,,0,,,265,2.8,3,989.8,0,,15.1,06/24/2017 5:00 AM,FosterWeatherStation201706240500
Oak Street Weather Station,06/24/2017 05:00:00 AM,18.7,15.1,69,0,0,72.8,0,331,1.2,2.1,990.8,0,1,12,06/24/2017 5:00 AM,OakStreetWeatherStation201706240500
63rd Street Weather Station,06/24/2017 06:00:00 AM,18,15.5,78,0,0,109.5,0,272,3,5.7,990.4,39,355,12,06/24/2017 6:00 AM,63rdStreetWeatherStation201706240600
Foster Weather Station,06/24/2017 06:00:00 AM,17.06,,70,,0,,,305,3.3,3.5,989.8,0,,15.1,06/24/2017 6:00 AM,FosterWeatherStation201706240600
Oak Street Weather Station,06/24/2017 06:00:00 AM,18.7,15.3,71,0,0,72.8,0,304,1.2,3.5,990.9,94,1,12,06/24/2017 6:00 AM,OakStreetWeatherStation201706240600
63rd Street Weather Station,06/24/2017 07:00:00 AM,18.6,15.6,74,0,0,109.5,0,299,1.4,3.6,990.8,179,356,12,06/24/2017 7:00 AM,63rdStreetWeatherStation201706240700
Foster Weather Station,06/24/2017 07:00:00 AM,17.89,,66,,0,,,258,2.7,3.3,990.2,0,,15.1,06/24/2017 7:00 AM,FosterWeatherStation201706240700
Oak Street Weather Station,06/24/2017 07:00:00 AM,19.4,15.6,68,0,0,72.8,0,286,1.6,3.6,991.2,252,2,12,06/24/2017 7:00 AM,OakStreetWeatherStation201706240700
63rd Street Weather Station,06/24/2017 08:00:00 AM,19.5,15.8,69,0,0,109.5,0,313,1.8,4.5,991.3,342,356,12,06/24/2017 8:00 AM,63rdStreetWeatherStation201706240800
Foster Weather Station,06/24/2017 08:00:00 AM,18.5,,62,,0,,,289,5.3,5.7,990.5,0,,15.1,06/24/2017 8:00 AM,FosterWeatherStation201706240800
Oak Street Weather Station,06/24/2017 08:00:00 AM,20.2,15.8,63,0,0,72.8,0,237,1.5,3.7,991.7,423,2,12.1,06/24/2017 8:00 AM,OakStreetWeatherStation201706240800
63rd Street Weather Station,06/24/2017 09:00:00 AM,20.2,16.1,66,0,0,109.5,0,276,3.3,6.5,991.9,513,355,11.9,06/24/2017 9:00 AM,63rdStreetWeatherStation201706240900
Foster Weather Station,06/24/2017 09:00:00 AM,19.56,,58,,0.15,,,260,2.1,2.4,991.2,0,,15.1,06/24/2017 9:00 AM,FosterWeatherStation201706240900
